tSNE1	tSNE2	Type	Embryo	APcluster	Merge_Type	APcluster_Merge
HE8W_EVT_sc190	11.0761561705367	3.22870122799709	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc191	12.1408770791986	4.86529966657587	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc192	12.0257495349017	3.62609096514677	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc193	7.31791962377954	-14.7281946987982	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc194	7.13468900699303	-10.6155986587655	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc195	13.3373818258029	1.96989166400819	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc196	11.0022724361216	0.261699211437993	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc197	11.063667119734	6.10351446755557	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc198	11.5639911644713	1.11080340228929	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc199	12.3639218108468	-0.540580152325958	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc2	-0.880481615781056	-10.480115328632	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc20	25.6665954897078	12.3877043060152	HE8W_EVT	E3	12	STB	12
HE8W_EVT_sc200	11.3048635688475	0.723749970474099	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc201	11.5671338244104	4.92737503870105	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc202	11.5377945841098	5.37860852833111	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc203	11.5039357472506	5.11958978642093	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc204	11.2454858236615	1.18231463683911	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc205	7.14238287542606	-10.2092573882362	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc206	-15.8252689250472	-15.9259125607427	HE8W_EVT	E6	13	Blood	13
HE8W_EVT_sc207	12.4498132447108	5.90780178015662	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc208	12.0232410903824	5.72794315238799	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc209	7.61652736329177	-9.81610993976716	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc21	24.8719743120278	11.4776075265021	HE8W_EVT	E3	12	STB	12
HE8W_EVT_sc210	7.47562606686428	-13.9468517550764	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc211	-1.26844304383322	-9.26570686625757	HE8W_EVT	E6	10	EVT_8W	7
HE8W_EVT_sc212	6.8443870118549	-12.9385685567355	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc213	11.5390395474845	-1.02791141206208	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc214	7.39075571955823	-14.5035459458832	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc215	7.03164958170546	-10.3910885248743	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc216	7.06096660390235	-12.1128131942389	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc217	8.33945002153066	-14.5297798599593	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc218	10.3830564369112	4.90797285019516	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc219	10.1304325098671	4.57417878356684	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc22	1.30361197214854	-12.1317717678639	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc220	10.609491451811	4.97984830196329	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc221	6.89898370711357	-10.2018166193067	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc222	6.82617259948429	-12.8523640193417	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc223	12.6180031077732	-0.581841371923856	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc224	12.1362812234041	5.83525014869852	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc225	10.126768109605	4.16522243593155	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc226	9.73581472697754	5.58872497124391	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc227	13.4326353093141	1.89051462471527	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc228	9.98151839739523	4.19487758555735	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc229	9.78352690322967	4.1923256174354	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc23	-0.180216087468002	-22.6077495630843	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc230	10.8125347564084	5.1320727795769	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc231	12.0945777483722	-0.573578542163798	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc232	11.7523969500831	4.62118195831236	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc233	11.5593020363357	1.25670163953165	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc234	7.75898289429339	-13.2197657352904	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc235	7.74199465888017	-15.9354183137823	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc236	11.6969934285063	4.92777274368566	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc237	13.2883026941418	4.08683222490375	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc238	-8.42199402821225	30.6207012865565	HE8W_EVT	E6	17	Mes	17
HE8W_EVT_sc239	-3.72459475627735	-8.96011394916644	HE8W_EVT	E6	10	EVT_8W	7
HE8W_EVT_sc24	0.62964037790294	-21.9904166651798	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc240	7.18118556235625	-14.7880971819014	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc241	10.2016480245782	3.01551059748294	HE8W_EVT	E6	8	EVT_8W	8
HE8W_EVT_sc242	3.88847985319837	17.731950055478	HE8W_EVT	E6	6	CTB	6
HE8W_EVT_sc243	10.0754300249646	0.395546338003523	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc244	-3.82399097876148	-9.50306252238316	HE8W_EVT	E6	10	EVT_8W	7
HE8W_EVT_sc245	11.075769228988	-0.157585455020311	HE8W_EVT	E6	14	EVT_8W	7
HE8W_EVT_sc246	4.18139690781816	-24.3320729531266	HE8W_EVT	E6	11	EVT_8W	11
HE8W_EVT_sc247	-3.89414419977599	-9.34412908662999	HE8W_EVT	E6	10	EVT_8W	7
HE8W_EVT_sc248	6.39564087354355	-10.4713098999547	HE8W_EVT	E6	7	EVT_8W	7
HE8W_EVT_sc249	5.98883902012443	9.17946816238911	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc25	2.18304492758278	-14.1271646474417	HE8W_EVT	E3	7	EVT_8W	7
HE8W_EVT_sc250	7.388259351166	-1.02716095367746	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc251	4.8245684504763	5.90334028879135	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc252	4.90692424801354	4.89030274656095	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc253	9.10618652454872	4.73393423267477	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc254	4.41658769513798	0.567091713496914	HE8W_EVT	E7	9	EVT_8W	8
HE8W_EVT_sc255	6.00764185213495	7.44712358878607	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc256	5.83824578872353	4.35100739213619	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc257	6.09302626690508	8.56786525267835	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc258	-24.4868222350334	8.56735720825206	HE8W_EVT	E7	5	Marc	5
HE8W_EVT_sc259	5.48458789359574	2.67938340123946	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc26	1.94268357441089	-13.5702152587074	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc260	6.31031764583578	4.8902672951755	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc261	7.0404389824466	3.84695317883895	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc262	6.79077300098845	-9.51483095082442	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc263	7.27289329730984	7.01945496003603	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc264	7.36994011103897	6.64597295304999	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc265	6.39076995128009	8.19279988388997	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc266	7.08353927908392	4.49611418678743	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc267	6.27124385237999	-0.478134347372983	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc268	6.18681592300906	5.98443611747208	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc269	5.18248175587747	5.75330088119602	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc27	-0.266947574336923	-21.0502606803535	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc270	6.62709592714986	1.20912920736294	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc271	8.09866158773285	8.56594979853505	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc272	4.29327484330319	7.02708371782665	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc273	5.37584470987979	6.15927676926525	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc274	5.38162573469148	5.88805410316459	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc275	5.66234128514056	4.14041642210687	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc276	7.27729798149681	5.05004762762192	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc277	7.53769187124036	3.84068456512713	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc278	4.2785539735138	5.91677407039301	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc279	6.35731218914316	-0.720149740517082	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc28	1.27844331782774	-13.0126127280319	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc280	3.88769550169427	-2.99190163922325	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc281	7.6959589419439	0.405151965809571	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc282	0.545478253156851	-31.260666350427	HE8W_EVT	E7	1	EVT_24W	1
HE8W_EVT_sc283	8.74233332912735	4.33496887845419	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc284	9.65263339093632	1.93352586031391	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc285	7.10250672588105	-0.789603259682208	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc286	6.61185864672096	-0.937561125485904	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc287	6.22864209164743	2.77194322137583	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc288	8.12461734944993	-16.7748595939948	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc289	7.33754704234377	0.701610942585125	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc29	2.4294378081619	-20.7999138776774	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc290	7.03162478688603	0.176873234828826	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc291	5.25065729107323	5.20543024973725	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc292	5.86702059819701	8.11478119342619	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc293	5.75991593711477	-1.44371960891449	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc294	9.9751777570291	6.38775466933519	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc295	5.61111374468724	-0.523413119670273	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc296	6.42964911985812	2.75200145798154	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc297	6.30597337453782	0.0560041107230592	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc298	6.20146518939126	5.04916329599903	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc299	7.81034668059382	-19.8979180301878	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc3	1.41505637088374	-9.2812784690421	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc30	0.902526957978297	-27.086341752956	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc300	7.33674404905581	-18.9996205201976	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc301	5.85815184073193	5.91194297451078	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc302	6.54238796205208	7.54878265962433	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc303	6.33702365829497	-0.121727373728603	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc304	6.52449827509397	-0.532323116313349	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc305	7.84942752018861	-19.7569943604844	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc306	6.14804645856047	3.96916090010077	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc307	9.701099311888	-1.73361373528911	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc308	6.52325900274427	-1.54808557145561	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc309	5.86720414462193	0.277650244048476	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc31	-0.248394533794441	-21.465239946515	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc310	6.19229832733943	2.20867149340243	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc311	7.68179255873967	-4.97872500589301	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc312	5.84289440913005	7.97736179138917	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc313	8.57506227198977	2.9452064930453	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc314	3.39089348863123	7.34647284973213	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc315	4.50284067422456	1.46462450235407	HE8W_EVT	E7	9	EVT_8W	8
HE8W_EVT_sc316	7.23071342172269	-0.849297349068825	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc317	7.07955474243287	8.00164115310537	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc318	8.0945166663853	5.82620437164982	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc319	7.73173213508817	-8.19157461113078	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc32	1.35627789409462	-9.60835609171642	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc320	6.76715840489918	-0.39890567164693	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc321	7.57631563116937	8.20892319276256	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc322	8.63106280175215	3.13434748911092	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc323	8.34595367429603	5.59755347889056	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc324	8.6872549849702	2.98240392884052	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc325	8.78189695707152	-15.0281026869746	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc326	7.7007910067201	5.90225960865977	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc327	7.85454352813737	-14.5233853893348	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc328	6.50063088274858	-0.0499080917269228	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc329	4.81030029189771	-1.79912669779388	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc330	8.72289783500313	-14.1540413017903	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc331	7.59949603422692	-4.89218133212368	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc332	7.92972808008527	-6.22063104997721	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc333	7.49992984367183	-17.7179320161981	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc334	6.28327894653934	-0.407485173204103	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc335	5.98752790728032	-0.842901820817651	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc336	6.00806682224765	8.19419837097754	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc337	8.63980714472275	-15.2500839040293	HE8W_EVT	E7	7	EVT_8W	7
HE8W_EVT_sc338	5.22122558155068	5.23541032316873	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc339	5.55577443345534	-2.84993159025509	HE8W_EVT	E7	14	EVT_8W	7
HE8W_EVT_sc340	5.62666966549614	3.3580219264246	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc341	5.9793356768342	7.62447496009062	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc342	5.34974248619456	4.99400472612081	HE8W_EVT	E7	8	EVT_8W	8
HE8W_EVT_sc345	0.289482097489098	1.07257759815912	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc347	0.15904798110113	-0.776407259460021	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc349	5.6957714675872	-17.768955905995	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc350	2.09315705244421	0.526398308195613	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc351	1.45868968238373	-0.565686950317715	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc352	4.05681021760658	-1.9868136971919	HE8W_EVT	E8	14	EVT_8W	7
HE8W_EVT_sc353	0.458411098780367	0.262259842353057	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc354	0.420741794115037	0.716256627224946	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc355	3.05066137243384	-8.75378504076884	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc356	-1.21367795550737	-0.884521300931973	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc357	0.471169059451127	0.466978343750615	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc358	3.96490738118208	-6.73514373392792	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc359	0.102454038957695	-0.900172390792466	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc36	0.791836174964349	-11.5162273318588	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc360	-0.5719682804261	1.90287956918805	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc361	3.74381519629874	-7.4009404664031	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc362	-0.867075705773991	1.91925486971069	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc363	-0.561380442255795	1.26140361296134	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc364	0.387308084468359	1.47943646229232	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc365	-0.427577030717997	2.21484525645103	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc366	-0.226048320883743	-1.49190839157484	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc368	-2.59811313292807	-10.5996476648496	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc369	6.82389100671316	-16.7599396198343	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc37	-1.39509261121919	-20.9778035959953	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc370	-0.321029279735633	3.6573535405404	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc371	1.05768434097508	-1.91579161993369	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc372	0.563756413540809	-0.481790908583727	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc373	-0.697525059957003	-2.104647320319	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc374	0.428286371042872	-2.14746213773591	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc375	3.94536114121647	-6.8372846665204	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc376	3.99026383647343	-7.05184259883542	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc377	0.256449570111727	2.50203503287892	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc378	2.33401690306367	-7.65491483282163	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc379	1.73276803153388	-1.97797372332705	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc38	2.15314780557424	-13.1279855358597	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc380	-29.2250058431367	9.35812229096251	HE8W_EVT	E8	5	Marc	5
HE8W_EVT_sc381	7.63725349635863	-17.56409205119	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc382	2.19953651382589	-2.42079517251795	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc383	2.24540867025877	-1.11057904678408	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc384	-1.00457143632962	1.54165041406534	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc385	2.36510200030603	-0.978181845709143	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc386	-0.338472144566279	0.5443954194523	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc387	8.81047002056008	-20.8050373119375	HE8W_EVT	E8	2	EVT_24W	2
HE8W_EVT_sc388	1.20300331280481	0.374237801922105	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc389	-0.824301642551507	-0.409665274307314	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc39	1.77946170548889	-8.60738987001958	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc390	3.93514020822258	-8.63785017098198	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc391	0.597879760759236	-1.66828814345527	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc392	-0.908801803134932	-0.0210366025086667	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc393	6.56301749838949	-18.3659717137524	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc394	0.984490408869947	-2.54737646038154	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc395	4.30765467976232	-4.4005506193659	HE8W_EVT	E8	14	EVT_8W	7
HE8W_EVT_sc396	1.62204373037369	0.66403483620119	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc397	0.858824480565079	-3.07581814563433	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc398	1.05581080479331	-0.324241146882641	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc399	2.16562997547164	1.47190665861583	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc4	1.38808502791312	-8.7012725297651	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc40	-1.17375905048952	-20.9269899026383	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc400	2.25589820085459	-2.19941359590472	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc401	-1.09329716715188	0.574382173197959	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc402	5.56416875411953	-18.7600280522292	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc403	3.99271675282971	-8.35095633997881	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc404	3.02753110182812	-6.34486895234834	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc405	8.27366714661393	-17.7682275586224	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc406	3.42026218770238	-8.65099296751774	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc407	0.914462568158657	0.196906153720712	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc408	-0.572924902800029	-0.449534558105034	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc409	-0.149455669508331	2.78109199032519	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc41	1.97119140466983	-9.83142934614335	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc410	3.19082183065172	-4.5376167291712	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc411	1.4266498405174	1.04737996021958	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc412	3.29732572662082	-4.68111046712645	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc413	0.912290838962924	1.16389065566587	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc414	9.35456666330488	-18.6127576021799	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc415	2.90869636822053	-4.07116153069163	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc416	6.55849313295162	-18.7877605538839	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc417	3.2933425811803	-5.10691895242604	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc418	2.91195668141216	-4.01601255948672	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc419	4.77307541416526	-19.2431328817756	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc42	1.24241821817265	-12.7768085458375	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc420	2.40107962866386	-10.1108936864659	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc421	1.33892957260236	0.8420853705508	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc422	9.47859129121269	-22.1231619381598	HE8W_EVT	E8	2	EVT_24W	2
HE8W_EVT_sc423	5.77474248408293	-19.0320144889826	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc424	15.4323565687007	-20.9442623380817	HE8W_EVT	E8	2	EVT_24W	2
HE8W_EVT_sc425	-0.795880132092235	3.09575776187412	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc426	1.13886460928529	0.456850160822632	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc427	5.37113470314199	-7.95748261180501	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc428	9.99996140892754	-23.2925009508953	HE8W_EVT	E8	2	EVT_24W	2
HE8W_EVT_sc429	2.71771322415457	-8.60753331200812	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc43	-0.202776559332818	-22.9339842195411	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc430	0.573160118062671	-1.66480693445219	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc431	4.25322157038958	-7.78672204942441	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc432	3.50227431696393	-5.07652277680669	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc433	1.50854562103075	-2.90060574254824	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc434	9.49874167300255	-22.0152709024972	HE8W_EVT	E8	2	EVT_24W	2
HE8W_EVT_sc435	5.5856485519953	-8.04192105367499	HE8W_EVT	E8	10	EVT_8W	7
