tSNE1	tSNE2	Type	Embryo	APcluster	Merge_Type	APcluster_Merge
HE8W_STR_sc517	-11.3323236638584	22.9043122865403	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc518	-25.7133928990218	7.35368690700535	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc519	-9.5758366518261	30.5986537788756	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc520	-8.85269427323157	29.8635005767759	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc521	4.10135936218953	23.9652706145511	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc522	4.54763649771392	-24.8885210798587	HE8W_STR	E8	11	EVT_8W	11
HE8W_STR_sc523	-17.5237553131619	-0.0675443587431786	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc524	8.86818334562901	-13.1613325732129	HE8W_STR	E8	7	EVT_8W	7
HE8W_STR_sc525	-13.3053496259088	22.2598784994903	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc526	-9.61757954348218	31.2140225401769	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc527	-27.0117319922164	10.7345225484756	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc528	-14.7168525642789	22.4705343798664	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc529	24.5149540692097	10.3563861033098	HE8W_STR	E8	12	STB	12
HE8W_STR_sc530	26.4532517814364	8.3584596246144	HE8W_STR	E8	12	STB	12
HE8W_STR_sc531	5.09814802712849	-16.8905058102251	HE8W_STR	E8	7	EVT_8W	7
HE8W_STR_sc532	-14.5546059262324	22.6828743461507	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc533	-17.0954202444296	2.26726783828986	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc534	-17.6124041738794	2.90108234170963	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc535	4.54238867404671	24.0691208458268	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc536	-15.7092814276621	5.40800629351041	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc537	-17.460716270616	1.61368925613266	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc538	-18.2629632220238	5.30236520433105	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc539	-28.3587599111578	9.13005373082335	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc540	-27.872897220997	8.73638392771811	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc541	-19.2173746168026	5.58523441939218	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc543	-15.0766949165202	4.46173863421238	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc544	-11.2693880221253	22.8787773757158	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc545	-1.24079852094785	3.90084143397024	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc546	-15.2447341962944	2.25859836599214	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc547	-14.9626791745212	4.39905087922195	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc548	-15.3365005758397	5.39144128546044	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc549	26.223330903413	8.66202170881147	HE8W_STR	E8	12	STB	12
HE8W_STR_sc550	-17.4381387600627	3.41102732979786	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc551	-17.8504091683346	-0.243827262186886	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc552	-15.8729505548706	3.00615359564157	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc554	-18.2015280104226	10.8630282941232	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc555	-17.5982551242638	5.08285778643778	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc556	-1.14858362708772	4.30296597022143	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc557	-19.8385795827899	4.65469545885649	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc558	-25.8498289965811	7.11467545686911	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc559	-2.51057098987451	-11.5395501963975	HE8W_STR	E8	10	EVT_8W	7
HE8W_STR_sc560	-16.5801993172489	3.15612555864349	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc561	-27.3086686031417	7.18071539047731	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc562	-16.6578147570645	5.61359040095023	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc563	-28.7676811457567	8.08160230601236	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc564	-18.2667216701577	2.5915797282591	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc565	-8.54248153529807	31.9591833490057	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc566	-14.5616069548514	22.1037606946124	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc567	-14.3777467195062	22.6723811443003	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc568	-28.6202960173071	8.70234182512253	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc569	-3.15122697100172	2.49905801544172	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc570	-13.7847320838781	7.76511104713954	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc571	16.6349683629317	17.3844270412294	HE8W_STR	E8	3	CTB	3
HE8W_STR_sc572	-18.0152393371068	5.50109844605927	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc573	-14.0843044534719	22.9790736584228	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc574	-14.5255999905589	7.96193630726643	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc575	-28.9604895510284	9.70672353273997	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc576	-16.4088792935448	6.04826748706271	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc577	-14.5945318922368	10.4516321944476	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc578	3.58629564838248	24.6311505566849	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc579	-16.5005223711185	-13.897844436122	HE8W_STR	E8	13	Blood	13
HE8W_STR_sc580	-29.0789716802831	9.81241689944043	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc581	-2.81928944149899	-0.0977111930457427	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc582	-18.4650213289011	2.50340729007692	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc583	-18.3090927426762	1.58061673165345	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc584	-15.5657207736476	3.26159280631779	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc585	-20.5567559622783	5.44890748459307	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc586	-27.1103513832285	10.6096284776362	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc587	-26.6178066291559	6.98577609622655	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc588	-27.3920998660991	10.0043014121404	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc589	-26.7243060724862	6.87956871434395	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc590	-18.649712512971	3.2013183627335	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc591	-1.97175548777193	-0.15891503086418	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc592	-17.9631263729603	5.42575393433919	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc594	-15.113158210467	5.21853524226864	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc595	-17.9324361584226	5.74493990391585	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc596	-15.0308814114068	3.86630184866944	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc597	-17.9991041125635	2.79259800271439	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc598	-0.496350450944181	0.582738996544993	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc599	-17.7206008102123	2.74017874014733	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc600	-16.6241856084897	3.96468123143512	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc601	1.53331807250176	4.16297609061057	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc602	-14.2488358182917	22.0445061125716	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc603	-9.55313266738199	31.3794159447812	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc604	22.4391369012009	11.8923837449291	HE8W_STR	E8	12	STB	12
HE8W_STR_sc605	-2.86492749691902	-0.161511742070088	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc606	-14.376240105532	22.4921834406061	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc607	5.20119938086732	25.3694071377551	HE8W_STR	E8	4	CTB	4
HE8W_STR_sc608	-14.8674593365856	21.8781477759012	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc609	-13.0704867310003	7.30143147741739	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc610	-28.0003363095515	9.37290731090098	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc611	-8.72385534424474	29.8377772945837	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc612	5.07038069759457	25.8607181156924	HE8W_STR	E8	4	CTB	4
HE8W_STR_sc615	-17.7098664488443	2.75388702594619	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc89	-19.6125498932935	-14.3503832982242	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc90	-19.1576453598285	-16.971187349326	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc91	-19.8119057004604	-16.3506483179523	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc93	-16.0971796356959	-11.1156781049291	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc94	-16.4717746706858	-17.9600790244097	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc95	-18.0801674300641	-16.768440379629	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc96	-17.5541499923092	-17.9204296301342	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc98	-16.0962385339821	-11.074238310779	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc99	-15.9395917543369	-2.85194150284445	HE8W_STR	E6	15	Marc	15
